Author,URL,Title,Abstract,Keywords,Citations,Affiliation,Year,PictureURL
J.W. Shay,https://scholar.google.com/citations?user=5iXE9k0AAAAJ,TRA      positive CD  low cells found in the peripheral blood of prostate cancer patients with metastatic disease A proof of concept study, h  class  gsh h   Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h  Purpose  h   div class  gsh csp  Over     of all cancer related deaths are due to metastasis  However  current diagnostic tools can t reliably discriminate between invasive and localized cancers   div   div  div  h  class  gsh h   Patients and methods  h   div class  gsh csp  In this proof of concept study  we employed the embryonic stem cell marker TRA       TRA   to identify TRA   cells within the blood of prostate cancer patients and searched for TRA   cells in men with metastatic and localized cancers  We isolated whole peripheral blood mononuclear cells from    metastatic prostate cancer patients  from    patients with localized prostate cancer and from    healthy controls  Cells were stained for DAPI  CD   and TRA   by immunofluorescence and imaged by epi fluorescence microscopy  Imaged based software was used both to identify TRA   cells  and to analyze CD   levels in TRA  and negative cells   div   div  div  h  class  gsh h   Results  h   div class  gsh csp  We found high numbers of TRA   cells within the blood of metastatic cancer    div   div   div   div   div ,,88627,UT Southwestern,2020,https://scholar.google.com/citations?view_op=medium_photo&user=5iXE9k0AAAAJ
J.W. Shay,https://scholar.google.com/citations?user=5iXE9k0AAAAJ,SLC  A  is a Biomarker of Sensitivity to the Telomeric DNA Damage Mediator   Thio    Deoxyguanosine,Cell membrane transporters facilitate the passage of nucleobases and nucleosides for nucleotide synthesis and metabolism  and are important for the delivery of nucleoside analogues used in anti cancer drug therapy  Here  we investigated if cell membrane transporters are involved in the cellular uptake of the nucleoside analogue DNA damage mediator   thio    deoxyguanosine    thio dG   A large panel of non small cell lung cancer  NSCLC  cell lines     of     were sensitive to   thio dG  only   NSCLC lines were resistant to   thio dG   When analyzed by microarray and RNA sequencing  the resistant NSCLC cell lines clustered together  providing a molecular signature for patients that may not respond to   thio dG  Significant downregulation of solute carrier family    A   SLC  A    an equilibrative nucleobase transporter  was identified as a candidate in this molecular resistance signature  High levels of  ,,88627,UT Southwestern,2020,https://scholar.google.com/citations?view_op=medium_photo&user=5iXE9k0AAAAJ
Nick Bostrom,https://scholar.google.com/citations?user=oQwpz3QAAAAJ,Superintelligens,M nniskor innehar en s rst llning p  v r planet  inte f r att vi har starkare muskler eller vassare t nder  n andra arter  utan f r att vi har smartare hj rnor  V ra hj rnor har utvecklat tekniken och de komplexa sociala strukturer som gett oss v rt of rnekliga  vertag  Om maskiner utvecklas till att bli  verl gsna v ra hj rnor s  som v ra  r  verl gsna djurens  kan den artificiella intelligensen komma att bli lika dominerande som art som vi  r  Extrema typer av artificiell intelligens  superintelligens  skulle kunna forma framtiden  Vad som d  h nder med oss m nniskor  om vi  verlever  beror p  avsikterna hos den superintelligensen  Av den anledningen  r det viktigare  n n gonsin att diskutera om en revolution inom artificiell intelligens  r m jlig  I denna fascinerande bok presenterar Nick Bostr m en t nkbar framtid d r maskiner t nker sj lva  Han utforskar hur l ngt bort en s dan framtid verkar vara och diskuterar vilka utmaningar vi nu st lls inf r som art ,Philosophy/Artificial Intelligence/Ethics/Future Technology,14594,Professor  Director of the Future of Humanity Institute  Oxford University,2020,https://scholar.google.com/citations?view_op=medium_photo&user=oQwpz3QAAAAJ
Nick Bostrom,https://scholar.google.com/citations?user=oQwpz3QAAAAJ,The vulnerable world hypothesis, Scientific and technological progress might change people s capabilities or incentives in ways that would destabilize civilization  For example  advances in DIY biohacking tools might make it easy for anybody with basic training in biology to kill millions  novel military technologies could trigger arms races in which whoever strikes first has a decisive advantage  or some economically advantageous process may be invented that produces disastrous negative global externalities that are hard to regulate  This paper introduces the concept of a  i vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world  vulnerable world  i   roughly  one in which there is some level of technological development at which civilization almost certainly gets devastated by default  i e  unless it has exited the  semi anarchic default condition   Several counterfactual historical and speculative future vulnerabilities are analyzed and arranged into a typology  A general ability to stabilize a vulnerable world    div   div   div ,Philosophy/Artificial Intelligence/Ethics/Future Technology,14594,Professor  Director of the Future of Humanity Institute  Oxford University,2019,https://scholar.google.com/citations?view_op=medium_photo&user=oQwpz3QAAAAJ
Nick Bostrom,https://scholar.google.com/citations?user=oQwpz3QAAAAJ,Valores transhumanistas,Supongamos que podemos mejorar la condici n humana a trav s del uso de la biotecnolog a  pero que esto pueda requerir cambiar la condici n de ser humano   Deber amos  El transhumanismo dice que s   El transhumanismo es la visi n audaz de que los humanos deber an explotar el potencial de los inventos tecnol gicos que mejoren  alarguen y posiblemente cambien la vida de la humanidad  Los transhumanistas sostienen que debemos esforzarnos por superar las limitaciones y las debilidades humanas  Quiz s  lo m s importante es que los transhumanistas creen que debemos desarrollar un nuevo conjunto de valores que est n m s all  de los valores humanos  lo cual har  que la vida sea mejor en todo el mundo  mejor que lo que hemos podido hacer con los valores humanos actuales   En este art culo  Bostrom brinda un audaz enfoque al posible futuro radicalmente distinto para los humanos y los transhumanos  as  como menciona las facultades posthumanas que ser n posibles gracias a los avances tecnol gicos ,Philosophy/Artificial Intelligence/Ethics/Future Technology,14594,Professor  Director of the Future of Humanity Institute  Oxford University,2019,https://scholar.google.com/citations?view_op=medium_photo&user=oQwpz3QAAAAJ
Nick Bostrom,https://scholar.google.com/citations?user=oQwpz3QAAAAJ,The development and evaluation of an augmented reality based armillary sphere for astronomical observation instruction,This conclusion presents some closing thoughts on the key concepts discussed in the preceding chapters of this book  The book presents the educational use of literacy dogs and augmented reality technology as examples that illustrate educational relationality functions as a theory  even when the relations involve nonhuman relata  It discusses the idea uniqueness as a recurring theme in both humanist and intersubjective approaches to education  Thus  for educational relationality dogs  technology   or forests and nature   are all approached as equivalent types of relata  The book discusses the educational relation developed from a relation where the teacher subject transmitted knowledge to the student object  A student who gazes out the window might be in movement even if her his cognitive apparatus is not activated in relation to the assignment on the desk  The chapter explains the human limitation of  ,Philosophy/Artificial Intelligence/Ethics/Future Technology,14594,Professor  Director of the Future of Humanity Institute  Oxford University,2019,https://scholar.google.com/citations?view_op=medium_photo&user=oQwpz3QAAAAJ
Nick Bostrom,https://scholar.google.com/citations?user=oQwpz3QAAAAJ,Superintelig ncia  Caminhos  perigos  estrat gias,O c rebro humano possui algumas aptid es ausentes nos c rebros dos demais seres vivos  Nossa posi  o dominante no planeta se deve a estas particulares habilidades  Outros animais possuem m sculos mais robustos ou mand bulas mais afiadas  mas n s temos c rebros mais sofisticados  Se algum dia os c rebros artificiais superarem a intelig ncia dos c rebros humanos  ent o esta nova superintelig ncia pode se tornar muito poderosa  Assim com o destino dos gorilas hoje depende mais dos humanos do que dos pr prios s mios  o destino da nossa esp cie tamb m se tornaria dependente das a  es destas m quinas superinteligentes  Mas n s temos uma vantagem  come amos a dar o primeiro passo  Ser  poss vel construir uma intelig ncia artificial ou projetar condi  es iniciais para que possamos gerar uma explos o de intelig ncia sustent vel  que n o implique no fim da nossa esp cie  Como poder amos alcan ar uma expans o controlada desta intelig ncia  Profundamente ambicioso e original  Superintelig ncia  Caminhos  Perigos  Estrat gias avan a cuidadosamente por um amplo e  rduo terreno intelectual  por m  com uma escrita t o perspicaz e clara que faz com que tudo pare a simples  Atrav s de uma jornada completamente envolvente que nos conduz  s fronteiras do pensamento sobre a condi  o humana e o futuro da vida inteligente  a obra do fil sofo Nick Bostrom redefine o desafio essencial de nosso tempo  Superintelig ncia  de Nick Bostrom professor na faculdade de Filosofia na Universidade de Oxford   tem sido aclamado e recomendado por nomes como Bill Gates e Elon Musk  Traduzido em mais de  ,Philosophy/Artificial Intelligence/Ethics/Future Technology,14594,Professor  Director of the Future of Humanity Institute  Oxford University,2018,https://scholar.google.com/citations?view_op=medium_photo&user=oQwpz3QAAAAJ
Nick Bostrom,https://scholar.google.com/citations?user=oQwpz3QAAAAJ,Superintelligenza  tendenze  pericoli  strategie, Lo consiglio vivamente   Bill Gates  Da leggere assolutamente    Dobbiamo essere estremamente cauti con l Intelligenza Artificiale  Potenzialmente    pi  pericolosa del nucleare   Elon Musk   Non c   alcun dubbio sulla forza degli argomenti di Bostrom  Il problema pone una sfida formidabile ai migliori talenti matematici della prossima generazione    in gioco la sopravvivenza della civilt  umana   Financial Times  Questa superba analisi  condotta da uno dei pi  chiari pensatori del mondo  affronta una delle pi  grandi sfide dell umanit   se l Intelligenza Artificiale sovrumana diventa il pi  grande evento della storia umana  allora come potremo garantire che non diventi anche l ultimo   Max Tegmark Nel gennaio      Nick Bostrom   stato cofirmatario  assieme tra gli altri a Stephen Hawking  di una celebre lettera aperta che metteva in guardia sui potenziali pericoli dell Intelligenza Artificiale  Non ha firmato quell appello per passatismo  n  tantomeno per luddismo  bens  in virt  di un lineare ragionamento filosofico  L Intelligenza Artificiale   una delle pi  grandi promesse dell umanit   grazie ai suoi sviluppi  attuali e futuri  saremo probabilmente in grado di fare cose che oggi sarebbero impensabili  vivremo meglio  e magari pi  a lungo e pi  felici  E tuttavia c   una nube minacciosa sopra il cielo dell Intelligenza Artificiale  e con questo libro Nick Bostrom   stato il primo a vederla e ad analizzarla  lanciando un allarme che ha avuto un eco vastissima in tutto il mondo  Siamo proprio certi che riusciremo a governare senza problemi una macchina  superintelligente  dopo che l avremo costruita  Se lo scopo dell attuale ricerca sull Intelligenza  ,Philosophy/Artificial Intelligence/Ethics/Future Technology,14594,Professor  Director of the Future of Humanity Institute  Oxford University,2018,https://scholar.google.com/citations?view_op=medium_photo&user=oQwpz3QAAAAJ
Nick Bostrom,https://scholar.google.com/citations?user=oQwpz3QAAAAJ,Public Policy and Superintelligent AI  A Vector Field Approach,We consider the speculative prospect of superintelligent AI and its normative implications for governance and global policy  Machine superintelligence would be a transformative development that would present a host of political challenges and opportunities  This paper identifies a set of distinctive features of this hypothetical policy context  from which we derive a correlative set of policy desiderata considerations that should be given extra weight in long term AI policy compared to in other policy contexts  Our contribution describes a desiderata  vector field  showing the directional change from a variety of possible normative baselines or policy positions  The focus on directional normative change should make our findings relevant to a wide range of actors  although the development of concrete policy options that meet these abstractly formulated desiderata will require further work ,Philosophy/Artificial Intelligence/Ethics/Future Technology,14594,Professor  Director of the Future of Humanity Institute  Oxford University,2018,https://scholar.google.com/citations?view_op=medium_photo&user=oQwpz3QAAAAJ
Nick Bostrom,https://scholar.google.com/citations?user=oQwpz3QAAAAJ,error,error,Philosophy/Artificial Intelligence/Ethics/Future Technology,14594,Professor  Director of the Future of Humanity Institute  Oxford University,2017,https://scholar.google.com/citations?view_op=medium_photo&user=oQwpz3QAAAAJ
Nick Bostrom,https://scholar.google.com/citations?user=oQwpz3QAAAAJ,Mejoramiento humano,error,Philosophy/Artificial Intelligence/Ethics/Future Technology,14594,Professor  Director of the Future of Humanity Institute  Oxford University,2017,https://scholar.google.com/citations?view_op=medium_photo&user=oQwpz3QAAAAJ
Nick Bostrom,https://scholar.google.com/citations?user=oQwpz3QAAAAJ,The Deep sky Imaging Primer,error,Philosophy/Artificial Intelligence/Ethics/Future Technology,14594,Professor  Director of the Future of Humanity Institute  Oxford University,2017,https://scholar.google.com/citations?view_op=medium_photo&user=oQwpz3QAAAAJ
Eli Shechtman,https://scholar.google.com/citations?user=B_FTboQAAAAJ,Neural face editing with intrinsic image disentangling,Techniques are disclosed for performing manipulation of facial images using an artificial neural network  A facial rendering and generation network and method learns one or more compact  meaningful manifolds of facial appearance  by disentanglement of a facial image into intrinsic facial properties  and enables facial edits by traversing paths of such manifold  s   The facial rendering and generation network is able to handle a much wider range of manipulations including changes to  for example  viewpoint  lighting  expression  and even higher level attributes like facial hair and age aspects that cannot be represented using previous models ,Computer Vision/Computer Graphics/Machine Learning,17356,Adobe Research,2020,https://scholar.google.com/citations?view_op=medium_photo&user=B_FTboQAAAAJ
Eli Shechtman,https://scholar.google.com/citations?user=B_FTboQAAAAJ,Arbitrary style transfer using neurally guided patch based synthesis,We present a new approach to example based style transfer combining neural methods with patch based synthesis to achieve compelling stylization quality even for high resolution imagery  We take advantage of neural techniques to provide adequate stylization at the global level and use their output as a prior for subsequent patch based synthesis at the detail level  Thanks to this combination  our method keeps the high frequencies of the original artistic media better  thereby dramatically increases the fidelity of the resulting stylized imagery  We show how to stylize extremely large images  e g       Mpix  without the need to run the synthesis at the pixel level  yet retaining the original high frequency details  We demonstrate the power and generality of this approach on a novel stylization algorithm that delivers comparable visual quality to state of art neural style transfer while completely eschewing any purpose    div   div ,Computer Vision/Computer Graphics/Machine Learning,17356,Adobe Research,2020,https://scholar.google.com/citations?view_op=medium_photo&user=B_FTboQAAAAJ
Eli Shechtman,https://scholar.google.com/citations?user=B_FTboQAAAAJ,Neural puppet  Generative layered cartoon characters,We propose a learning based method for generating new animations of a cartoon character given a few example images  Our method is designed to learn from a traditional animation  where each frame is drawn by an artist  and thus the input images lack any common structure  correspondences  or labels  We express pose changes as a deformation of a layered     D template mesh  and devise a novel architecture that learns to predict mesh deformations matching the template to a target image  This enables us to extract a common low dimensional structure in the diverse set of character poses  We combine recent advances in differentiable rendering as well as mesh aware models to successfully align common template even if only a few character images are available during training  In addition to coarse poses  character appearance also varies due to shading  out of plane motions  and artistic effects  We capture these subtle changes by applying an image translation network to refine the mesh rendering  providing an end to end model to generate new animations of a character with high visual quality  We demonstrate that our generative model can be used to synthesize in between frames and to create data driven deformation  Our template fitting procedure outperforms state of the art generic techniques for detecting image correspondences ,Computer Vision/Computer Graphics/Machine Learning,17356,Adobe Research,2020,https://scholar.google.com/citations?view_op=medium_photo&user=B_FTboQAAAAJ
